indivisible tag,text_child,image_child,href_child,date_time_child
"<img src=""https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""City Lights"">,<a href=""/title/tt0021749/"" title=""Charles Chaplin (dir.), Charles Chaplin, Virginia Cherrill"">City Lights</a>,<span class=""secondaryInfo"">(1931)</span>","[None, 'City Lights', '(1931)']","https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0021749/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Apocalypse Now"">,<a href=""/title/tt0078788/"" title=""Francis Ford Coppola (dir.), Martin Sheen, Marlon Brando"">Apocalypse Now</a>,<span class=""secondaryInfo"">(1979)</span>","[None, 'Apocalypse Now', '(1979)']","https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0078788/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Memento"">,<a href=""/title/tt0209144/"" title=""Christopher Nolan (dir.), Guy Pearce, Carrie-Anne Moss"">Memento</a>,<span class=""secondaryInfo"">(2000)</span>","[None, 'Memento', '(2000)']","https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt0209144/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Django Unchained"">,<a href=""/title/tt1853728/"" title=""Quentin Tarantino (dir.), Jamie Foxx, Christoph Waltz"">Django Unchained</a>,<span class=""secondaryInfo"">(2012)</span>","[None, 'Django Unchained', '(2012)']","https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt1853728/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Raiders of the Lost Ark"">,<a href=""/title/tt0082971/"" title=""Steven Spielberg (dir.), Harrison Ford, Karen Allen"">Raiders of the Lost Ark</a>,<span class=""secondaryInfo"">(1981)</span>","[None, 'Raiders of the Lost Ark', '(1981)']","https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt0082971/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""WALL·E"">,<a href=""/title/tt0910970/"" title=""Andrew Stanton (dir.), Ben Burtt, Elissa Knight"">WALL·E</a>,<span class=""secondaryInfo"">(2008)</span>","[None, 'WALL·E', '(2008)']","https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt0910970/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BNmQyNmJjM2ItNTQzYi00ZjMxLWFjMDYtZjUyN2YwZDk5YWQ2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""The Lives of Others"">,<a href=""/title/tt0405094/"" title=""Florian Henckel von Donnersmarck (dir.), Ulrich Mühe, Martina Gedeck"">The Lives of Others</a>,<span class=""secondaryInfo"">(2006)</span>","[None, 'The Lives of Others', '(2006)']","https://m.media-amazon.com/images/M/MV5BNmQyNmJjM2ItNTQzYi00ZjMxLWFjMDYtZjUyN2YwZDk5YWQ2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0405094/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Sunset Blvd."">,<a href=""/title/tt0043014/"" title=""Billy Wilder (dir.), William Holden, Gloria Swanson"">Sunset Blvd.</a>,<span class=""secondaryInfo"">(1950)</span>","[None, 'Sunset Blvd.', '(1950)']","https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0043014/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BOTI5Nzc0OTMtYzBkMS00NjkxLThmM2UtNjM2ODgxN2M5NjNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Paths of Glory"">,<a href=""/title/tt0050825/"" title=""Stanley Kubrick (dir.), Kirk Douglas, Ralph Meeker"">Paths of Glory</a>,<span class=""secondaryInfo"">(1957)</span>","[None, 'Paths of Glory', '(1957)']","https://m.media-amazon.com/images/M/MV5BOTI5Nzc0OTMtYzBkMS00NjkxLThmM2UtNjM2ODgxN2M5NjNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0050825/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""The Shining"">,<a href=""/title/tt0081505/"" title=""Stanley Kubrick (dir.), Jack Nicholson, Shelley Duvall"">The Shining</a>,<span class=""secondaryInfo"">(1980)</span>","[None, 'The Shining', '(1980)']","https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0081505/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""The Great Dictator"">,<a href=""/title/tt0032553/"" title=""Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard"">The Great Dictator</a>,<span class=""secondaryInfo"">(1940)</span>","[None, 'The Great Dictator', '(1940)']","https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt0032553/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Avengers: Infinity War"">,<a href=""/title/tt4154756/"" title=""Anthony Russo (dir.), Robert Downey Jr., Chris Hemsworth"">Avengers: Infinity War</a>,<span class=""secondaryInfo"">(2018)</span>","[None, 'Avengers: Infinity War', '(2018)']","https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt4154756/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Witness for the Prosecution"">,<a href=""/title/tt0051201/"" title=""Billy Wilder (dir.), Tyrone Power, Marlene Dietrich"">Witness for the Prosecution</a>,<span class=""secondaryInfo"">(1957)</span>","[None, 'Witness for the Prosecution', '(1957)']","https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0051201/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BOGJkY2EyOWYtYWRmNy00ZTEzLTllMDAtYzYzYjA0ZjFhZWJjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Aliens"">,<a href=""/title/tt0090605/"" title=""James Cameron (dir.), Sigourney Weaver, Michael Biehn"">Aliens</a>,<span class=""secondaryInfo"">(1986)</span>","[None, 'Aliens', '(1986)']","https://m.media-amazon.com/images/M/MV5BOGJkY2EyOWYtYWRmNy00ZTEzLTllMDAtYzYzYjA0ZjFhZWJjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0090605/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Spider-Man: Into the Spider-Verse"">,<a href=""/title/tt4633694/"" title=""Bob Persichetti (dir.), Shameik Moore, Jake Johnson"">Spider-Man: Into the Spider-Verse</a>,<span class=""secondaryInfo"">(2018)</span>","[None, 'Spider-Man: Into the Spider-Verse', '(2018)']","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt4633694/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""American Beauty"">,<a href=""/title/tt0169547/"" title=""Sam Mendes (dir.), Kevin Spacey, Annette Bening"">American Beauty</a>,<span class=""secondaryInfo"">(1999)</span>","[None, 'American Beauty', '(1999)']","https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt0169547/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"">,<a href=""/title/tt0057012/"" title=""Stanley Kubrick (dir.), Peter Sellers, George C. Scott"">Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb</a>,<span class=""secondaryInfo"">(1964)</span>","[None, 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', '(1964)']","https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0057012/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""The Dark Knight Rises"">,<a href=""/title/tt1345836/"" title=""Christopher Nolan (dir.), Christian Bale, Tom Hardy"">The Dark Knight Rises</a>,<span class=""secondaryInfo"">(2012)</span>","[None, 'The Dark Knight Rises', '(2012)']","https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt1345836/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Inglourious Basterds"">,<a href=""/title/tt0361748/"" title=""Quentin Tarantino (dir.), Brad Pitt, Diane Kruger"">Inglourious Basterds</a>,<span class=""secondaryInfo"">(2009)</span>","[None, 'Inglourious Basterds', '(2009)']","https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt0361748/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Oldboy"">,<a href=""/title/tt0364569/"" title=""Park Chan-wook (dir.), Choi Min-sik, Yoo Ji-tae"">Oldboy</a>,<span class=""secondaryInfo"">(2003)</span>","[None, 'Oldboy', '(2003)']","https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt0364569/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Amadeus"">,<a href=""/title/tt0086879/"" title=""Milos Forman (dir.), F. Murray Abraham, Tom Hulce"">Amadeus</a>,<span class=""secondaryInfo"">(1984)</span>","[None, 'Amadeus', '(1984)']","https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0086879/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY67_CR1,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Coco"">,<a href=""/title/tt2380307/"" title=""Lee Unkrich (dir.), Anthony Gonzalez, Gael García Bernal"">Coco</a>,<span class=""secondaryInfo"">(2017)</span>","[None, 'Coco', '(2017)']","https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY67_CR1,0,45,67_AL_.jpg,,",",/title/tt2380307/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Toy Story"">,<a href=""/title/tt0114709/"" title=""John Lasseter (dir.), Tom Hanks, Tim Allen"">Toy Story</a>,<span class=""secondaryInfo"">(1995)</span>","[None, 'Toy Story', '(1995)']","https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0114709/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Braveheart"">,<a href=""/title/tt0112573/"" title=""Mel Gibson (dir.), Mel Gibson, Sophie Marceau"">Braveheart</a>,<span class=""secondaryInfo"">(1995)</span>","[None, 'Braveheart', '(1995)']","https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt0112573/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Joker"">,<a href=""/title/tt7286456/"" title=""Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro"">Joker</a>,<span class=""secondaryInfo"">(2019)</span>","[None, 'Joker', '(2019)']","https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt7286456/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BNDBjMWUxNTUtNjZiNi00YzJhLTgzNzUtMTRiY2FkZmMzYTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Das Boot"">,<a href=""/title/tt0082096/"" title=""Wolfgang Petersen (dir.), Jürgen Prochnow, Herbert Grönemeyer"">Das Boot</a>,<span class=""secondaryInfo"">(1981)</span>","[None, 'Das Boot', '(1981)']","https://m.media-amazon.com/images/M/MV5BNDBjMWUxNTUtNjZiNi00YzJhLTgzNzUtMTRiY2FkZmMzYTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0082096/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Avengers: Endgame"">,<a href=""/title/tt4154796/"" title=""Anthony Russo (dir.), Robert Downey Jr., Chris Evans"">Avengers: Endgame</a>,<span class=""secondaryInfo"">(2019)</span>","[None, 'Avengers: Endgame', '(2019)']","https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt4154796/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BNTZkYmI0MmEtNGFlZC00OWZjLWFjMmItMjk1OWZkOWJiZGVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Princess Mononoke"">,<a href=""/title/tt0119698/"" title=""Hayao Miyazaki (dir.), Yôji Matsuda, Yuriko Ishida"">Princess Mononoke</a>,<span class=""secondaryInfo"">(1997)</span>","[None, 'Princess Mononoke', '(1997)']","https://m.media-amazon.com/images/M/MV5BNTZkYmI0MmEtNGFlZC00OWZjLWFjMmItMjk1OWZkOWJiZGVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0119698/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Good Will Hunting"">,<a href=""/title/tt0119217/"" title=""Gus Van Sant (dir.), Robin Williams, Matt Damon"">Good Will Hunting</a>,<span class=""secondaryInfo"">(1997)</span>","[None, 'Good Will Hunting', '(1997)']","https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0119217/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Once Upon a Time in America"">,<a href=""/title/tt0087843/"" title=""Sergio Leone (dir.), Robert De Niro, James Woods"">Once Upon a Time in America</a>,<span class=""secondaryInfo"">(1984)</span>","[None, 'Once Upon a Time in America', '(1984)']","https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0087843/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Your Name."">,<a href=""/title/tt5311514/"" title=""Makoto Shinkai (dir.), Ryunosuke Kamiki, Mone Kamishiraishi"">Your Name.</a>,<span class=""secondaryInfo"">(2016)</span>","[None, 'Your Name.', '(2016)']","https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt5311514/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY67_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Singin' in the Rain"">,<a href=""/title/tt0045152/"" title=""Stanley Donen (dir.), Gene Kelly, Donald O'Connor"">Singin' in the Rain</a>,<span class=""secondaryInfo"">(1952)</span>","[None, ""Singin' in the Rain"", '(1952)']","https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY67_CR0,0,45,67_AL_.jpg,,",",/title/tt0045152/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR1,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""3 Idiots"">,<a href=""/title/tt1187043/"" title=""Rajkumar Hirani (dir.), Aamir Khan, Madhavan"">3 Idiots</a>,<span class=""secondaryInfo"">(2009)</span>","[None, '3 Idiots', '(2009)']","https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR1,0,45,67_AL_.jpg,,",",/title/tt1187043/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Requiem for a Dream"">,<a href=""/title/tt0180093/"" title=""Darren Aronofsky (dir.), Ellen Burstyn, Jared Leto"">Requiem for a Dream</a>,<span class=""secondaryInfo"">(2000)</span>","[None, 'Requiem for a Dream', '(2000)']","https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0180093/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BOTI4NTNhZDMtMWNkZi00MTRmLWJmZDQtMmJkMGVmZTEzODlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX45_CR0,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""High and Low"">,<a href=""/title/tt0057565/"" title=""Akira Kurosawa (dir.), Toshirô Mifune, Yutaka Sada"">High and Low</a>,<span class=""secondaryInfo"">(1963)</span>","[None, 'High and Low', '(1963)']","https://m.media-amazon.com/images/M/MV5BOTI4NTNhZDMtMWNkZi00MTRmLWJmZDQtMmJkMGVmZTEzODlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX45_CR0,0,45,67_AL_.jpg,,",",/title/tt0057565/,",",,"
"<img src=""https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY67_CR1,0,45,67_AL_.jpg"" width=""45"" height=""67"" alt=""Toy Story 3"">,<a href=""/title/tt0435761/"" title=""Lee Unkrich (dir.), Tom Hanks, Tim Allen"">Toy Story 3</a>,<span class=""secondaryInfo"">(2010)</span>","[None, 'Toy Story 3', '(2010)']","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_UY67_CR1,0,45,67_AL_.jpg,,",",/title/tt0435761/,",",,"
